STA,Station.Name,Latitude,Longitude,County.Name,Agency.Name,Sensor.No,Sensor,Description,Units
RYC,SUISUN BAY ? CUTOFF NEAR RYER,38.083971,-121.995878,SOLANO,CA Dept of Water Resources/Div of Environmental Services,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
RYF,CACHE SLOUGH ABOVE RYER ISLAND FERRY,38.193854,-121.658005,SOLANO,US Geological Survey,1,RIV STG,RIVER STAGE,FEET
RYF,CACHE SLOUGH ABOVE RYER ISLAND FERRY,38.193854,-121.658005,SOLANO,US Geological Survey,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
RYF,CACHE SLOUGH ABOVE RYER ISLAND FERRY,38.193854,-121.658005,SOLANO,US Geological Survey,21,VLOCITY,"WATER, VELOCITY",FT/SEC
RYF,CACHE SLOUGH ABOVE RYER ISLAND FERRY,38.193854,-121.658005,SOLANO,US Geological Survey,25,TEMP W,"TEMPERATURE, WATER",DEG F
RYF,CACHE SLOUGH ABOVE RYER ISLAND FERRY,38.193854,-121.658005,SOLANO,US Geological Survey,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
RYF,CACHE SLOUGH ABOVE RYER ISLAND FERRY,38.193854,-121.658005,SOLANO,US Geological Survey,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
RYF,CACHE SLOUGH ABOVE RYER ISLAND FERRY,38.193854,-121.658005,SOLANO,US Geological Survey,221,TURB WF,"WATER, TURBIDITY FNU",FNU
SAL,SAN ANDREAS LANDING,38.103301,-121.591315,SAN JOAQUIN,US Bureau of Reclamation,25,TEMP W,"TEMPERATURE, WATER",DEG F
SAL,SAN ANDREAS LANDING,38.103301,-121.591315,SAN JOAQUIN,US Bureau of Reclamation,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
SDC,SACRAMENTO R ABOVE DELTA CROSS CHANNEL,38.257,-121.518,SACRAMENTO,US Geological Survey,1,RIV STG,RIVER STAGE,FEET
SDC,SACRAMENTO R ABOVE DELTA CROSS CHANNEL,38.257,-121.518,SACRAMENTO,US Geological Survey,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
SDC,SACRAMENTO R ABOVE DELTA CROSS CHANNEL,38.257,-121.518,SACRAMENTO,US Geological Survey,21,VLOCITY,"WATER, VELOCITY",FT/SEC
SDC,SACRAMENTO R ABOVE DELTA CROSS CHANNEL,38.257,-121.518,SACRAMENTO,US Geological Survey,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
SDI,SACRAMENTO RIVER AT DECKER ISLAND,38.0934,-121.736,SOLANO,US Geological Survey,1,RIV STG,RIVER STAGE,FEET
SDI,SACRAMENTO RIVER AT DECKER ISLAND,38.0934,-121.736,SOLANO,US Geological Survey,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
SDI,SACRAMENTO RIVER AT DECKER ISLAND,38.0934,-121.736,SOLANO,US Geological Survey,21,VLOCITY,"WATER, VELOCITY",FT/SEC
SDI,SACRAMENTO RIVER AT DECKER ISLAND,38.0934,-121.736,SOLANO,US Geological Survey,25,TEMP W,"TEMPERATURE, WATER",DEG F
SDI,SACRAMENTO RIVER AT DECKER ISLAND,38.0934,-121.736,SOLANO,US Geological Survey,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
SDI,SACRAMENTO RIVER AT DECKER ISLAND,38.0934,-121.736,SOLANO,US Geological Survey,221,TURB WF,"WATER, TURBIDITY FNU",FNU
SDO,STOCKTON DEEP WATER SHIP CHANNEL DO,37.963,-121.365,SAN JOAQUIN,CA Dept of Water Resources/Div of Environmental Services,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
SJC,SAN JOAQUIN RIVER NEAR BUCKLEY COVE,37.980266,-121.385717,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
SJC,SAN JOAQUIN RIVER NEAR BUCKLEY COVE,37.980266,-121.385717,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,21,VLOCITY,"WATER, VELOCITY",FT/SEC
SJC,SAN JOAQUIN RIVER NEAR BUCKLEY COVE,37.980266,-121.385717,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,25,TEMP W,"TEMPERATURE, WATER",DEG F
SJD,SAN JOAQUIN RIVER ABOVE DOS REIS,37.8223312,-121.3177244,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
SJD,SAN JOAQUIN RIVER ABOVE DOS REIS,37.8223312,-121.3177244,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
SJD,SAN JOAQUIN RIVER ABOVE DOS REIS,37.8223312,-121.3177244,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,21,VLOCITY,"WATER, VELOCITY",FT/SEC
SJD,SAN JOAQUIN RIVER ABOVE DOS REIS,37.8223312,-121.3177244,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,25,TEMP W,"TEMPERATURE, WATER",DEG F
SJD,SAN JOAQUIN RIVER ABOVE DOS REIS,37.8223312,-121.3177244,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
SJG,SAN JOAQUIN RIVER AT GARWOOD BRIDGE,37.935,-121.329,SAN JOAQUIN,US Geological Survey,1,RIV STG,RIVER STAGE,FEET
SJG,SAN JOAQUIN RIVER AT GARWOOD BRIDGE,37.935,-121.329,SAN JOAQUIN,US Geological Survey,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
SJG,SAN JOAQUIN RIVER AT GARWOOD BRIDGE,37.935,-121.329,SAN JOAQUIN,US Geological Survey,21,VLOCITY,"WATER, VELOCITY",FT/SEC
SJG,SAN JOAQUIN RIVER AT GARWOOD BRIDGE,37.935,-121.329,SAN JOAQUIN,US Geological Survey,25,TEMP W,"TEMPERATURE, WATER",DEG F
SJG,SAN JOAQUIN RIVER AT GARWOOD BRIDGE,37.935,-121.329,SAN JOAQUIN,US Geological Survey,28,CHLORPH,CHLOROPHYLL,ug/L
SJG,SAN JOAQUIN RIVER AT GARWOOD BRIDGE,37.935,-121.329,SAN JOAQUIN,US Geological Survey,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
SJG,SAN JOAQUIN RIVER AT GARWOOD BRIDGE,37.935,-121.329,SAN JOAQUIN,US Geological Survey,221,TURB WF,"WATER, TURBIDITY FNU",FNU
SJJ,SAN JOAQUIN RIVER AT JERSEY POINT (USGS),38.052,-121.689,CONTRA COSTA,US Geological Survey,1,RIV STG,RIVER STAGE,FEET
SJJ,SAN JOAQUIN RIVER AT JERSEY POINT (USGS),38.052,-121.689,CONTRA COSTA,US Geological Survey,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
SJJ,SAN JOAQUIN RIVER AT JERSEY POINT (USGS),38.052,-121.689,CONTRA COSTA,US Geological Survey,21,VLOCITY,"WATER, VELOCITY",FT/SEC
SJJ,SAN JOAQUIN RIVER AT JERSEY POINT (USGS),38.052,-121.689,CONTRA COSTA,US Geological Survey,25,TEMP W,"TEMPERATURE, WATER",DEG F
SJJ,SAN JOAQUIN RIVER AT JERSEY POINT (USGS),38.052,-121.689,CONTRA COSTA,US Geological Survey,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
SJJ,SAN JOAQUIN RIVER AT JERSEY POINT (USGS),38.052,-121.689,CONTRA COSTA,US Geological Survey,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
SJJ,SAN JOAQUIN RIVER AT JERSEY POINT (USGS),38.052,-121.689,CONTRA COSTA,US Geological Survey,221,TURB WF,"WATER, TURBIDITY FNU",FNU
SJL,SAN JOAQUIN R BLW OLD R NEAR LATHROP,37.8111496,-121.3240356,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
SJL,SAN JOAQUIN R BLW OLD R NEAR LATHROP,37.8111496,-121.3240356,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
SJL,SAN JOAQUIN R BLW OLD R NEAR LATHROP,37.8111496,-121.3240356,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,21,VLOCITY,"WATER, VELOCITY",FT/SEC
SJL,SAN JOAQUIN R BLW OLD R NEAR LATHROP,37.8111496,-121.3240356,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,25,TEMP W,"TEMPERATURE, WATER",DEG F
SJL,SAN JOAQUIN R BLW OLD R NEAR LATHROP,37.8111496,-121.3240356,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
SNC,SUNRISE CLUB,38.185,-122.083,SOLANO,CA Dept of Water Resources/Div of Environmental Services,1,RIV STG,RIVER STAGE,FEET
SNC,SUNRISE CLUB,38.185,-122.083,SOLANO,CA Dept of Water Resources/Div of Environmental Services,25,TEMP W,"TEMPERATURE, WATER",DEG F
SNC,SUNRISE CLUB,38.185,-122.083,SOLANO,CA Dept of Water Resources/Div of Environmental Services,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
SOI,SACRAMENTO R DOWNSTREAM OF ISLETON,38.17548,-121.656863,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
SOI,SACRAMENTO R DOWNSTREAM OF ISLETON,38.17548,-121.656863,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
SOI,SACRAMENTO R DOWNSTREAM OF ISLETON,38.17548,-121.656863,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,21,VLOCITY,"WATER, VELOCITY",FT/SEC
SOI,SACRAMENTO R DOWNSTREAM OF ISLETON,38.17548,-121.656863,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,25,TEMP W,"TEMPERATURE, WATER",DEG F
SOI,SACRAMENTO R DOWNSTREAM OF ISLETON,38.17548,-121.656863,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,28,CHLORPH,CHLOROPHYLL,ug/L
SOI,SACRAMENTO R DOWNSTREAM OF ISLETON,38.17548,-121.656863,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
SOI,SACRAMENTO R DOWNSTREAM OF ISLETON,38.17548,-121.656863,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,62,PH VAL,"WATER, PH VALUE",PH
SOI,SACRAMENTO R DOWNSTREAM OF ISLETON,38.17548,-121.656863,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
SOI,SACRAMENTO R DOWNSTREAM OF ISLETON,38.17548,-121.656863,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,221,TURB WF,"WATER, TURBIDITY FNU",FNU
SR3,THREE MILE SLOUGH AT SAN JOAQUIN R,38.090109,-121.686771,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
SR3,THREE MILE SLOUGH AT SAN JOAQUIN R,38.090109,-121.686771,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
SRV,SACRAMENTO RIVER AT RIO VISTA (USGS),38.16,-121.686,SOLANO,US Geological Survey,1,RIV STG,RIVER STAGE,FEET
SRV,SACRAMENTO RIVER AT RIO VISTA (USGS),38.16,-121.686,SOLANO,US Geological Survey,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
SRV,SACRAMENTO RIVER AT RIO VISTA (USGS),38.16,-121.686,SOLANO,US Geological Survey,21,VLOCITY,"WATER, VELOCITY",FT/SEC
SRV,SACRAMENTO RIVER AT RIO VISTA (USGS),38.16,-121.686,SOLANO,US Geological Survey,25,TEMP W,"TEMPERATURE, WATER",DEG F
SRV,SACRAMENTO RIVER AT RIO VISTA (USGS),38.16,-121.686,SOLANO,US Geological Survey,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
SRV,SACRAMENTO RIVER AT RIO VISTA (USGS),38.16,-121.686,SOLANO,US Geological Survey,221,TURB WF,"WATER, TURBIDITY FNU",FNU
SSI,SACRAMENTO R NR SHERMAN ISLAND,38.074097,-121.761736,SACRAMENTO,CA Dept of Water Resources/Div of Environmental Services,25,TEMP W,"TEMPERATURE, WATER",DEG F
SSI,SACRAMENTO R NR SHERMAN ISLAND,38.074097,-121.761736,SACRAMENTO,CA Dept of Water Resources/Div of Environmental Services,28,CHLORPH,CHLOROPHYLL,ug/L
SSI,SACRAMENTO R NR SHERMAN ISLAND,38.074097,-121.761736,SACRAMENTO,CA Dept of Water Resources/Div of Environmental Services,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
SSI,SACRAMENTO R NR SHERMAN ISLAND,38.074097,-121.761736,SACRAMENTO,CA Dept of Water Resources/Div of Environmental Services,62,PH VAL,"WATER, PH VALUE",PH
SSI,SACRAMENTO R NR SHERMAN ISLAND,38.074097,-121.761736,SACRAMENTO,CA Dept of Water Resources/Div of Environmental Services,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
STI,STATEN ISLAND,38.116919,-121.498851,SAN JOAQUIN,US Bureau of Reclamation,25,TEMP W,"TEMPERATURE, WATER",DEG F
STI,STATEN ISLAND,38.116919,-121.498851,SAN JOAQUIN,US Bureau of Reclamation,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
SUS,STEAMBOAT SLOUGH BLW SUTTER SLOUGH,38.2525,-121.6014,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
SWE,SACRAMENTO R AT WALNUT GROVE EC,38.241851,-121.514771,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
SXS,STEAMBOAT SLOUGH NR SACRAMENTO R,38.191267,-121.637881,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
SXS,STEAMBOAT SLOUGH NR SACRAMENTO R,38.191267,-121.637881,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
SXS,STEAMBOAT SLOUGH NR SACRAMENTO R,38.191267,-121.637881,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,21,VLOCITY,"WATER, VELOCITY",FT/SEC
SXS,STEAMBOAT SLOUGH NR SACRAMENTO R,38.191267,-121.637881,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,25,TEMP W,"TEMPERATURE, WATER",DEG F
SXS,STEAMBOAT SLOUGH NR SACRAMENTO R,38.191267,-121.637881,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,28,CHLORPH,CHLOROPHYLL,ug/L
SXS,STEAMBOAT SLOUGH NR SACRAMENTO R,38.191267,-121.637881,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
SXS,STEAMBOAT SLOUGH NR SACRAMENTO R,38.191267,-121.637881,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,62,PH VAL,"WATER, PH VALUE",PH
SXS,STEAMBOAT SLOUGH NR SACRAMENTO R,38.191267,-121.637881,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
SXS,STEAMBOAT SLOUGH NR SACRAMENTO R,38.191267,-121.637881,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,221,TURB WF,"WATER, TURBIDITY FNU",FNU
TEA,TEAL CLUB AT FRANK HORAN SLOUGH,38.1766,-122.0872,SOLANO,CA Dept of Water Resources/Div of Environmental Services,25,TEMP W,"TEMPERATURE, WATER",DEG F
TEA,TEAL CLUB AT FRANK HORAN SLOUGH,38.1766,-122.0872,SOLANO,CA Dept of Water Resources/Div of Environmental Services,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
TMS,THREE MILE SLOUGH,38.106,-121.7,SACRAMENTO,CA Dept of Water Resources,25,TEMP W,"TEMPERATURE, WATER",DEG F
TMS,THREE MILE SLOUGH,38.106,-121.7,SACRAMENTO,CA Dept of Water Resources,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
TRN,TURNER CUT NEAR HOLT,37.9928,-121.4542,SAN JOAQUIN,USGS/DWR,1,RIV STG,RIVER STAGE,FEET
TRN,TURNER CUT NEAR HOLT,37.9928,-121.4542,SAN JOAQUIN,USGS/DWR,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
TRN,TURNER CUT NEAR HOLT,37.9928,-121.4542,SAN JOAQUIN,USGS/DWR,21,VLOCITY,"WATER, VELOCITY",FT/SEC
TRN,TURNER CUT NEAR HOLT,37.9928,-121.4542,SAN JOAQUIN,USGS/DWR,25,TEMP W,"TEMPERATURE, WATER",DEG F
TRN,TURNER CUT NEAR HOLT,37.9928,-121.4542,SAN JOAQUIN,USGS/DWR,28,CHLORPH,CHLOROPHYLL,ug/L
TRN,TURNER CUT NEAR HOLT,37.9928,-121.4542,SAN JOAQUIN,USGS/DWR,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
TRN,TURNER CUT NEAR HOLT,37.9928,-121.4542,SAN JOAQUIN,USGS/DWR,62,PH VAL,"WATER, PH VALUE",PH
TRN,TURNER CUT NEAR HOLT,37.9928,-121.4542,SAN JOAQUIN,USGS/DWR,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
TRN,TURNER CUT NEAR HOLT,37.9928,-121.4542,SAN JOAQUIN,USGS/DWR,221,TURB WF,"WATER, TURBIDITY FNU",FNU
TRP,TRACY PUMPING PLANT,37.8,-121.585,SAN JOAQUIN,CA Dept of Water Resources/Operations and Maintenance,28,CHLORPH,CHLOROPHYLL,ug/L
TRP,TRACY PUMPING PLANT,37.8,-121.585,SAN JOAQUIN,CA Dept of Water Resources/Operations and Maintenance,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
TRP,TRACY PUMPING PLANT,37.8,-121.585,SAN JOAQUIN,CA Dept of Water Resources/Operations and Maintenance,62,PH VAL,"WATER, PH VALUE",PH
TRP,TRACY PUMPING PLANT,37.8,-121.585,SAN JOAQUIN,CA Dept of Water Resources/Operations and Maintenance,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
TSL,THREEMILE SLOUGH AT SAN JOAQUIN RIVER,38.1033,-121.6861,SACRAMENTO,USGS/DWR,1,RIV STG,RIVER STAGE,FEET
TSL,THREEMILE SLOUGH AT SAN JOAQUIN RIVER,38.1033,-121.6861,SACRAMENTO,USGS/DWR,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
TSL,THREEMILE SLOUGH AT SAN JOAQUIN RIVER,38.1033,-121.6861,SACRAMENTO,USGS/DWR,21,VLOCITY,"WATER, VELOCITY",FT/SEC
TSL,THREEMILE SLOUGH AT SAN JOAQUIN RIVER,38.1033,-121.6861,SACRAMENTO,USGS/DWR,25,TEMP W,"TEMPERATURE, WATER",DEG F
TSL,THREEMILE SLOUGH AT SAN JOAQUIN RIVER,38.1033,-121.6861,SACRAMENTO,USGS/DWR,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
TSL,THREEMILE SLOUGH AT SAN JOAQUIN RIVER,38.1033,-121.6861,SACRAMENTO,USGS/DWR,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
TSL,THREEMILE SLOUGH AT SAN JOAQUIN RIVER,38.1033,-121.6861,SACRAMENTO,USGS/DWR,221,TURB WF,"WATER, TURBIDITY FNU",FNU
TWA,OLD RIVER AT TRACY WILDLIFE ASSOCIATION,37.8028,-121.4574,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,25,TEMP W,"TEMPERATURE, WATER",DEG F
TWA,OLD RIVER AT TRACY WILDLIFE ASSOCIATION,37.8028,-121.4574,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,28,CHLORPH,CHLOROPHYLL,ug/L
TWA,OLD RIVER AT TRACY WILDLIFE ASSOCIATION,37.8028,-121.4574,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
TWA,OLD RIVER AT TRACY WILDLIFE ASSOCIATION,37.8028,-121.4574,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,62,PH VAL,"WATER, PH VALUE",PH
TWA,OLD RIVER AT TRACY WILDLIFE ASSOCIATION,37.8028,-121.4574,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
TWA,OLD RIVER AT TRACY WILDLIFE ASSOCIATION,37.8028,-121.4574,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,221,TURB WF,"WATER, TURBIDITY FNU",FNU
TWI,SAN JOAQUIN RIVER AT TWITCHELL ISLAND,38.0969,-121.6691,SACRAMENTO,CA Dept of Water Resources/Div of Environmental Services,25,TEMP W,"TEMPERATURE, WATER",DEG F
TWI,SAN JOAQUIN RIVER AT TWITCHELL ISLAND,38.0969,-121.6691,SACRAMENTO,CA Dept of Water Resources/Div of Environmental Services,28,CHLORPH,CHLOROPHYLL,ug/L
TWI,SAN JOAQUIN RIVER AT TWITCHELL ISLAND,38.0969,-121.6691,SACRAMENTO,CA Dept of Water Resources/Div of Environmental Services,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
TWI,SAN JOAQUIN RIVER AT TWITCHELL ISLAND,38.0969,-121.6691,SACRAMENTO,CA Dept of Water Resources/Div of Environmental Services,62,PH VAL,"WATER, PH VALUE",PH
TWI,SAN JOAQUIN RIVER AT TWITCHELL ISLAND,38.0969,-121.6691,SACRAMENTO,CA Dept of Water Resources/Div of Environmental Services,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
UNI,UNION ISLAND,37.822101,-121.37499,SAN JOAQUIN,US Bureau of Reclamation,25,TEMP W,"TEMPERATURE, WATER",DEG F
UNI,UNION ISLAND,37.822101,-121.37499,SAN JOAQUIN,US Bureau of Reclamation,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
VCU,VICTORIA CANAL NEAR BYRON,37.8717,-121.5283,SAN JOAQUIN,USGS/DWR,1,RIV STG,RIVER STAGE,FEET
VCU,VICTORIA CANAL NEAR BYRON,37.8717,-121.5283,SAN JOAQUIN,USGS/DWR,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
VCU,VICTORIA CANAL NEAR BYRON,37.8717,-121.5283,SAN JOAQUIN,USGS/DWR,21,VLOCITY,"WATER, VELOCITY",FT/SEC
VCU,VICTORIA CANAL NEAR BYRON,37.8717,-121.5283,SAN JOAQUIN,USGS/DWR,25,TEMP W,"TEMPERATURE, WATER",DEG F
VCU,VICTORIA CANAL NEAR BYRON,37.8717,-121.5283,SAN JOAQUIN,USGS/DWR,28,CHLORPH,CHLOROPHYLL,ug/L
VCU,VICTORIA CANAL NEAR BYRON,37.8717,-121.5283,SAN JOAQUIN,USGS/DWR,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
VCU,VICTORIA CANAL NEAR BYRON,37.8717,-121.5283,SAN JOAQUIN,USGS/DWR,62,PH VAL,"WATER, PH VALUE",PH
VCU,VICTORIA CANAL NEAR BYRON,37.8717,-121.5283,SAN JOAQUIN,USGS/DWR,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
VIC,VICTORIA ISLAND,37.890763,-121.488324,SAN JOAQUIN,US Bureau of Reclamation,25,TEMP W,"TEMPERATURE, WATER",DEG F
VIC,VICTORIA ISLAND,37.890763,-121.488324,SAN JOAQUIN,US Bureau of Reclamation,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
VNI,SAN JOAQUIN RIVER AT VENICE ISLAND,38.05017853,-121.4966965,SAN JOAQUIN,CA Dept of Water Resources/Operations and Maintenance,1,RIV STG,RIVER STAGE,FEET
VOL,VOLANTI,38.181,-122.046,SOLANO,CA Dept of Water Resources/Div of Environmental Services,1,RIV STG,RIVER STAGE,FEET
VOL,VOLANTI,38.181,-122.046,SOLANO,CA Dept of Water Resources/Div of Environmental Services,25,TEMP W,"TEMPERATURE, WATER",DEG F
VOL,VOLANTI,38.181,-122.046,SOLANO,CA Dept of Water Resources/Div of Environmental Services,28,CHLORPH,CHLOROPHYLL,ug/L
VOL,VOLANTI,38.181,-122.046,SOLANO,CA Dept of Water Resources/Div of Environmental Services,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
VOL,VOLANTI,38.181,-122.046,SOLANO,CA Dept of Water Resources/Div of Environmental Services,62,PH VAL,"WATER, PH VALUE",PH
VOL,VOLANTI,38.181,-122.046,SOLANO,CA Dept of Water Resources/Div of Environmental Services,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
WCI,WEST CANAL AT CLIFTON COURT INTAKE,37.8316,-121.554,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
WCI,WEST CANAL AT CLIFTON COURT INTAKE,37.8316,-121.554,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
WCI,WEST CANAL AT CLIFTON COURT INTAKE,37.8316,-121.554,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,21,VLOCITY,"WATER, VELOCITY",FT/SEC
WCI,WEST CANAL AT CLIFTON COURT INTAKE,37.8316,-121.554,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,25,TEMP W,"TEMPERATURE, WATER",DEG F
WCI,WEST CANAL AT CLIFTON COURT INTAKE,37.8316,-121.554,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,28,CHLORPH,CHLOROPHYLL,ug/L
WCI,WEST CANAL AT CLIFTON COURT INTAKE,37.8316,-121.554,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
WCI,WEST CANAL AT CLIFTON COURT INTAKE,37.8316,-121.554,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,62,PH VAL,"WATER, PH VALUE",PH
WCI,WEST CANAL AT CLIFTON COURT INTAKE,37.8316,-121.554,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
WCI,WEST CANAL AT CLIFTON COURT INTAKE,37.8316,-121.554,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,221,TURB WF,"WATER, TURBIDITY FNU",FNU
WGS,SACRAMENTO R AT WALNUT GROVE STAGE,38.239414,-121.51672,SACRAMENTO,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
